fid,dim,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,disp.costs_runtime,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_conv.additional_function_eval,ela_conv.conv_prob,ela_conv.costs_runtime,ela_conv.lin_dev_abs,ela_conv.lin_dev_orig,ela_conv.lin_prob,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_curv.grad_norm.lq,ela_curv.grad_norm.max,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.min,ela_curv.grad_norm.nas,ela_curv.grad_norm.sd,ela_curv.grad_norm.uq,ela_curv.grad_scale.lq,ela_curv.grad_scale.max,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.min,ela_curv.grad_scale.nas,ela_curv.grad_scale.sd,ela_curv.grad_scale.uq,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.min,ela_curv.hessian_cond.nas,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.uq,ela_distr.costs_runtime,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.costs_runtime,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_local.additional_function_eval,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.costs_runtime,ela_local.fun_evals.lq,ela_local.fun_evals.max,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.min,ela_local.fun_evals.sd,ela_local.fun_evals.uq,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_meta.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.costs_runtime,ic.eps_max,ic.eps_ratio,ic.eps_s,ic.h_max,ic.m0,nbc.costs_runtime,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.costs_runtime,pca.expl_var.cor_init,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cov_x,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cov_x
3,5,132.81948291974214,31.71462081591976,0.07366,1.682266317510141,0.3862277591589752,1.7766952361229351,0.3495698237220606,0.2794543660054915,0.2589170355280709,0.004112,-4.026194115346113,-4.090162613506799,-3.202586076855411,-2.11545020401012,-4.518641597157812,-4.23360576509946,-3.2249747586667645,-2.233307355447504,0.5430764121189373,0.5358167731513236,0.6367452030068783,0.7597309802885238,0.4899075759546537,0.522084197044912,0.636873668911958,0.7475526117778198,1000.0,0.0,0.173035,858.3013861327889,858.3013861327889,0.0,225500.0,1.599761,7.911580377980502,5686.761957435368,111.51292618638382,22.400782245322528,1.819445958344433,0.0,524.7173322284102,74.61143303375398,7.792061797302319,7924.997314149183,106.31916388980524,23.27445954269475,1.873035045260153,0.0,540.5078572560262,69.76043602147544,7.719743111798242,2566.30424212976,66.22731493006326,20.727816099931157,1.6568219545270153,0.0,200.9543160680198,51.9023914440555,0.139775,0.6324765179648133,2.0,1.4242975432234384,0.229513,1.186706497386109,1.412262156448203,1.190557451649602,0.0798909925415949,0.1159877605660738,0.1320520175941862,0.0720979154714094,0.0799388028303691,0.12401988908013,35757.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.4008418053677359,0.2103722707009465,1.110665,108.0,336.0,142.128,126.0,66.0,47.399960347703406,162.0,225.0,0.9,0.022922,0.5917579284185552,0.0593716261329002,103.99873040056004,0.0006789447621944,0.216390583056107,0.6018004488263271,0.9672106930372464,51.0837548551817,0.9878640522693024,0.196773,0.0033306003436245,-1.8168168168168168,-0.6756756756756753,0.7280507113742346,0.532258064516129,0.023066,0.1955950030796494,-0.3394575982869509,0.599669884482656,0.8565415982688291,0.8197716138778741,0.007451,0.8333333333333334,1.0,0.8333333333333334,1.0,0.309179086604712,0.236145182252652,0.2364325964378974,0.2361075533458616
3,10,132.81948291974214,31.71462081591976,0.07366,1.682266317510141,0.3862277591589752,1.7766952361229351,0.3495698237220606,0.2794543660054915,0.2589170355280709,0.011748,-3.2789744400488914,-2.688068652095822,-2.540241372137512,-1.570206374019687,-3.389147055652126,-2.6797952703236945,-2.6020178341387528,-1.57894451746313,0.7415579062204769,0.7881318981369106,0.79978615670184,0.8762412673212964,0.7333838941529043,0.7894038205849426,0.7955962540129422,0.8760705541161167,1000.0,0.0,0.178527,897.9589524792046,897.9589524792046,0.0,1651000.0,10.215368,20.484867040940205,33754.87161473797,320.5948398858717,57.24328575712241,3.744322822522347,0.0,2167.926561727738,158.0787401701512,23.534738040038928,15724.971788570168,233.08544069540423,55.06525797299127,3.678925455443215,0.0,884.1830904096769,150.05039400303048,23.036679089875108,11927.223884364012,258.7422880975443,54.77801385358004,3.915663858130164,0.0,1047.4289179890184,161.2695912134076,0.194045,0.9102529468089112,2.0,1.0789880261070333,0.230596,1.1164709172259508,1.3547008547008548,1.201745765651194,0.0920328018661472,0.1800014428973378,0.1960656999254503,0.0739605127095207,0.1219849457711083,0.1521054276988192,202828.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.3035487557825527,0.2460365971448825,4.576328,330.0,1056.0,404.756,396.0,187.0,116.03027826800168,462.0,450.0,0.9,0.398314,0.5712363984976027,0.0467515578242984,59.04707496271266,0.0006403450318568,0.2863105914014804,0.5841281895609358,0.9281239326209122,128.62193688520864,0.9879509706238012,0.330061,0.0079965545258923,-1.796796796796797,-1.016016016016016,0.8123572263894461,0.5883534136546185,0.059433,0.1153414019927806,-0.4538355552317849,0.6684366547363415,0.923741893239856,0.932211755239013,0.008231,0.8181818181818182,0.9,0.8181818181818182,0.9,0.160313574982813,0.1222807456304693,0.1222522777374735,0.1222836675004778
4,2,134.1150478017086,25.929550211081075,0.05065,1.4724747890021266,0.4222556005249933,1.7410256093925278,0.374156689509362,0.3774319327660018,0.3084382906744266,0.002074,-3.000824319063537,-3.2747886774755224,-2.998527371534996,-2.25146420058125,-2.897230053912762,-3.1278619311410534,-3.1284967132952195,-2.350441555755093,0.4281093222596138,0.37589778104622,0.4278256767423077,0.5703791075793875,0.4367316155771278,0.3918930482333467,0.3905795283240905,0.542142014895651,1000.0,0.0,0.170379,244.2781998827383,195.49902517113097,0.0,18200.0,0.27011,2.5734920328463398,466.10498917813777,22.404047012540968,4.708088290797559,1.061495226167846,0.0,75.88386259221932,9.9231982419287,2.4542142593328884,226.6468124595101,11.41833583591091,4.0938793890074106,1.0435787458441232,0.0,25.341427339432883,9.263500891445544,2.3436869800999807,77.5124150760124,8.88885952055309,4.641195863446823,1.011456331433918,0.0,11.522429676447612,9.638510140783996,0.002984,1.545748950999501,2.0,1.332226409993114,0.191173,1.3311258278145697,1.701048951048951,1.366216216216216,0.1099227569815805,0.2890671420083184,0.1791443850267379,0.0897207367795603,0.1705288175876411,0.1491384432560903,4461.0,0.0111111111111111,0.0123595505617977,0.0111111111111111,0.6129807034742624,0.1344709255398055,0.230602,33.0,120.0,43.71,42.0,6.0,23.077950909511404,54.0,90.0,0.9,0.008616,0.4683781657918575,0.0458097020029588,3.865715964528502,0.0161111542590123,0.2240182747431066,0.4643739980922835,0.8365452536331116,1.792585051391122,0.9535169637019668,0.125018,0.030442722120643,-1.356356356356356,-0.2552552552552551,0.793960803133279,0.5,0.01871,0.3577165262640085,-0.2699467655305379,0.3834486370449436,0.6989817305801612,0.6362329361670451,0.007037,1.0,1.0,0.6666666666666666,1.0,0.5948889772809528,0.5559312794446546,0.5557139246286303,0.5559454515441156
4,3,112.98242699866351,30.013376133674523,0.097738,1.7273420981135448,0.4372453781388069,1.8608853592213972,0.3796872308423506,0.2643858011955624,0.3358197725621076,0.002561,-3.849197984395648,-3.591293789205445,-2.690435395083326,-1.7931230925360486,-3.867454359759826,-3.496029706953052,-2.535022856975961,-1.9122713230823976,0.4211863011890726,0.4612073535351962,0.5963608404813244,0.7302435810076874,0.422015333037732,0.4789759727599424,0.6215485390990073,0.7128400305381037,1000.0,0.0,0.172357,690.6288146862541,690.6288146862541,0.0,54300.0,0.535811,4.820370084414001,1205.35430977106,133.93719952931428,12.689157904471134,1.3708791041610209,0.0,253.7060033289208,36.07549248745011,4.693220374231041,1535.0547257778246,81.68353445648938,12.260960858484786,1.3775975616514606,0.0,246.72971495907856,50.205457826948766,4.565300716742012,2830.517302730352,70.94189116379292,12.069007744092596,1.4352632825163585,0.0,301.73210804242825,41.110874039524205,0.003929,3.636461576839239,2.0,2.209409967476912,0.226453,1.3636363636363635,1.875,1.6923076923076923,0.1,0.28,0.2933333333333334,0.0733333333333333,0.16,0.1733333333333333,11879.0,0.0074074074074074,0.0082365948037589,0.0074074074074074,0.4397060587122522,0.1751864957835431,0.478663,56.0,240.0,78.29333333333334,68.0,28.0,39.96046368247146,91.0,135.0,0.9,0.009038,0.4095944475578297,0.0552710118295459,11.66653890154139,0.0014559778818545,0.1416826063440807,0.4057587279984698,0.8162655031458861,25.0706765240302,0.9648486140447424,0.147997,0.0021500456548419,-2.077077077077077,-0.3153153153153152,0.7788562972504971,0.4729729729729729,0.017257,0.2782634843169777,-0.2624797973404779,0.5120620915018148,0.7813315277302791,0.7406959796180821,0.007115,0.75,1.0,0.75,1.0,0.413271519679678,0.3676773080622597,0.367335685329787,0.3677221763452731
4,5,123.54873740018608,27.9714631723778,0.074194,1.5999084435578357,0.4297504893319001,1.8009554843069626,0.3769219601758563,0.3209088669807821,0.3221290316182671,0.004295,-3.682909697759429,-3.07881481761952,-2.5910809501429,-1.876297255672524,-3.593175161274191,-3.40254184769904,-2.867663890065968,-1.9393743227899891,0.5820450053371271,0.6506007107779498,0.7058140028074321,0.7865958888487127,0.5919863470892839,0.6169831777159497,0.6743698910878994,0.7797793966932058,1000.0,0.0,0.17679,691.2473542177588,691.2473542177588,0.0,225500.0,1.585041,9.5853158326268,12537.217875341528,345.9739450054304,23.28936508320973,2.176934598775233,0.0,1524.5453201181983,73.15052568789136,9.029586010007735,2879.718755952801,107.43321346282993,22.901947216704905,2.2347216016529137,0.0,403.4428806694266,66.87587767493707,10.2226177853611,3116.2437808105724,113.2906327664146,22.814942545309087,1.915230364771716,0.0,299.35834117565537,81.15320671567818,0.204686,4.111263618113983,3.0,1.9243506762749296,0.223634,1.5284609978917785,1.3397970687711385,1.6663872590108968,0.1039873780837636,0.2840887358959648,0.3638841078600115,0.0680340409256071,0.1679575444635685,0.2119430101357812,41229.0,0.0044444444444444,0.0049404761904761,0.0044444444444444,0.3237535665742617,0.2231795236242608,1.253753,114.0,456.0,164.016,144.0,60.0,69.22777073518874,196.5,225.0,0.9,0.015148,0.3414329370282124,0.0341951227832997,80.45703928923433,0.0006713613259093,0.1416972524562186,0.3643799555530889,0.734420605316156,44.60050656250775,0.9252134890413184,0.197057,0.004391800892596,-1.916916916916917,-0.6956956956956954,0.7824098773085505,0.5524193548387096,0.02436,0.1959023056716471,-0.3332700158930105,0.6186624407989533,0.8591474950094167,0.8784451331306286,0.007446,0.8333333333333334,1.0,0.8333333333333334,1.0,0.2744429601741927,0.2363514171706974,0.2361411174752934,0.236350397731366
4,10,123.54873740018608,27.9714631723778,0.074194,1.5999084435578357,0.4297504893319001,1.8009554843069626,0.3769219601758563,0.3209088669807821,0.3221290316182671,0.011374,-3.9744418251003815,-2.893209207311603,-2.3061188076046517,-1.5333849933998902,-3.9450551158849,-3.076389686931561,-2.3001193896237684,-1.492055027349485,0.6867877904910544,0.7719152605062696,0.8181982463816178,0.8791163404708667,0.6898572865483684,0.7581479048802706,0.8189455912272671,0.8825525570316886,1000.0,0.0,0.178996,1749.8669619949544,1749.8669619949544,0.0,1651000.0,10.079384,24.595550703557908,65169.66617711248,623.4569835489666,84.14603965706065,3.688112077551728,0.0,4615.68904947072,257.72618033851364,26.587504834109414,49638.72568233701,802.6617711847865,86.99061544385097,3.388500770506787,0.0,3108.0890407178235,275.7923627726009,28.3100142389148,29486.10930731204,599.5032719062983,81.19505953567094,3.7749870699387458,0.0,2139.861334625864,252.45501051584705,0.19712,1.0177522298592985,2.0,1.3552934837602526,0.227645,0.9433919455473626,1.2952359138799816,1.14457429048414,0.0999927855133107,0.2199576750114229,0.2060938364235384,0.1059567611764423,0.1759853786403097,0.1800615636197484,239502.0,0.0022222222222222,0.0024696857213561,0.0022222222222222,0.2474285381216171,0.2793742767013316,5.328402,316.25,1584.0,478.104,407.0,121.0,229.0602520170364,572.0,450.0,0.9,0.364627,0.5561295062820597,0.0545218652626854,178.56303391819665,0.0003053367993717,0.197588507770862,0.5667639054584865,0.909335123682243,95.12995006146424,0.985352172983226,0.328833,0.0033306003436245,-1.836836836836837,-0.9759759759759756,0.7707194660729171,0.6004016064257028,0.058809,0.1211985567244032,-0.3661729380708965,0.6648931917890907,0.9208772956653302,0.9241418647446756,0.008166,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1633455169514724,0.1210846732454436,0.1210829403515806,0.1210808201280702
5,2,143.00599761943758,28.390924428040847,0.051024,1.6581422993843475,0.2975698015209757,1.7361485244578412,0.2472591995887046,0.2711289282372524,0.0321630786236305,0.002033,-3.630904044471312,-2.7638134193992707,-2.102293176604208,-1.7455755051393569,-3.515610567535167,-2.857281063076963,-2.4328391653424246,-2.120936801021627,0.3081695200834451,0.4745124622958388,0.5993861650419933,0.6673515226722926,0.3150914349660966,0.4448647966456711,0.52732873141771,0.5861761690200353,1000.0,0.0,0.170275,121.03497946771296,121.03497946771296,0.0,18200.0,0.25908,9.999999999999815,3067502.4714255785,42115.55930499723,10.000000000000046,1.0000000000000002,0.22,359013.4720036036,10.0000000000008,9.999999999999766,207346655228272.4,7706649022652.631,10.0,1.0000000000000162,0.2,36191519219354.75,10.000000000001464,9.9999999999996,347797378519.2138,4351267054.981026,9.999999999999996,1.0,0.23,38884513677.30157,10.000000000000313,0.002599,-1.2321178917005378,2.0,0.0134864671455119,0.181949,2.0,2.426470588235294,0.5074626865671642,0.0799168152109328,0.0490196078431372,0.0202020202020202,0.0395127748068924,0.0202020202020202,0.0401069518716577,1198.0,0.0099999999999999,0.0,0.0099999999999999,1.0000000000000002,1e-09,0.085836,9.0,15.0,10.98,12.0,6.0,2.8557756469048026,12.75,100.0,1.0,0.008736,1.0,0.0983523580234585,10.000000000000016,0.0098352358023458,0.5064783428166358,1.0,1.0,8.0,1.0,0.124786,0.0580448594276897,-1.1961961961961962,-0.9959959959959956,0.7684386294436318,0.3571428571428571,0.016292,0.346340568133792,-0.2259416558277087,0.5254386412200691,0.68904753958781,0.5490609123449833,0.007057,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6653818311753918,0.5302285019241254,0.5298944681171572,0.5302334954926513
5,3,109.3881237913945,35.74036624734298,0.09838,1.712052742568812,0.4028213339563226,1.7394146342388603,0.4217606503869227,0.1857739893351267,0.0678676754736034,0.002522,-3.226154711182188,-2.1632160232016933,-1.9802802550177836,-1.239573983909203,-2.8810040767159766,-2.4052860586281675,-2.042221122537782,-1.3164210023818894,0.5142291712337875,0.6741360760212304,0.7023404131462061,0.8136420857882725,0.5660782888030589,0.6381857128312622,0.6931127545646827,0.8011257885052683,1000.0,0.0,0.16884,137.43210848410067,137.43210848410067,0.0,54300.0,0.497815,9.999999999999805,1.5867111898147052e+16,133460477351207.72,10.000000000000012,2.218637422125212,0.2066666666666666,1454524977650950.5,10.000000000000597,9.99999999999974,5.187336494404831e+16,696193524997123.5,10.000000000000032,2.2669684916833077,0.2133333333333333,5039985579737709.0,10.000000000000886,9.999999999999678,3.06673333445814e+17,3023378633145408.0,10.0,1.8064746521664248,0.2,2.8910822696954148e+16,10.000000000001052,0.003003,-1.043636036735878,2.0,0.0743797475645985,0.204523,1.3333333333333337,1.0,0.8,0.06,0.0533333333333333,0.04,0.04,0.04,0.0466666666666666,2474.0,0.0066666666666666,0.0,0.0066666666666666,1.0000000000000002,1e-09,0.140495,12.0,28.0,15.493333333333334,14.0,8.0,4.932764947001972,20.0,150.0,1.0,0.009038,1.0,0.0821821283196353,9.999999999999991,0.0082182128319635,0.5119166543149414,1.0,1.0,10.2421875,1.0,0.149517,0.0253164847863135,-1.416416416416416,-1.056056056056056,0.793686524223373,0.4662162162162162,0.016572,0.2803255569237841,-0.2716845117827511,0.4982996947593442,0.772352833231177,0.6279961979200527,0.007128,0.75,1.0,0.75,1.0,0.5051838324368992,0.378845674060856,0.3780228163269897,0.3789361544459285
5,5,126.19706070541604,32.06564533769192,0.0747019999999999,1.68509752097658,0.3501955677386491,1.7377815793483506,0.3345099249878137,0.2284514587861895,0.050015377048617,0.00427,-2.260247097950624,-2.118617807207798,-1.624275063985837,-0.9827173959108196,-2.597266372874138,-2.27249378288867,-1.7487878534149797,-1.0089224919531592,0.7432397105722729,0.7592586849145858,0.8154314980106071,0.888377211137464,0.7063159621245557,0.7428220542320071,0.8022570639875873,0.8858060619326763,1000.0,0.0,0.170221,175.31898365497307,175.31898365497307,0.0,225500.0,1.3776,9.999999999999693,9.676486152364556e+18,5.0863899895220936e+16,10.000000000000092,6.797001984736623,0.192,6.815000547276324e+17,10.000000000002622,9.999999999999591,6.30260652722059e+20,3.090938697570106e+18,10.00000000000007,4.958205702072995,0.184,4.41269758262164e+19,10.000000000004022,9.999999999999789,5.327537901602752e+23,2.5249009499182496e+21,10.000000000000048,4.573584768815001,0.184,3.667628334470043e+22,10.000000000002156,0.162951,-0.5147968818020936,1.0,0.0808274164109544,0.228109,1.0,0.7152600170502983,1.0,0.0399694014151845,0.0360011474469305,0.0599541021227768,0.0400172117039586,0.0519697838974947,0.0519219736087205,6400.0,0.004,0.0,0.004,1.0,1e-09,0.27943,18.0,48.0,24.6,18.0,18.0,7.92746636016617,30.0,250.0,1.0,0.017202,1.0,0.0607343025092949,9.999999999999996,0.0060734302509294,0.4786050415117538,1.0,1.0,10.0,1.0,0.199963,0.0152469572701757,-1.6966966966966963,-1.1761761761761762,0.8137700357522326,0.4879032258064516,0.024989,0.2103462635479488,-0.3544699669384341,0.5907412170951666,0.8390131467509215,0.706068404602245,0.007382,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3253455756650907,0.2359227017625942,0.2357330135739546,0.2359361385502663
5,10,126.19706070541604,32.06564533769192,0.0747019999999999,1.68509752097658,0.3501955677386491,1.7377815793483506,0.3345099249878137,0.2284514587861895,0.050015377048617,0.011093,-2.470108788976953,-1.9912986444428304,-1.5349424755219072,-0.8037987186359121,-2.696866835438735,-1.831088521881496,-1.5851104037796675,-0.792201049344726,0.805298420119618,0.8430397099039271,0.8789974132000387,0.9366349385905364,0.7879434854171937,0.8559450037820153,0.8753818845642555,0.9377086806195402,1000.0,0.0,0.17949,270.8523720629483,270.8523720629483,0.0,1651000.0,7.681187,9.99999999999968,1.1129638936068862e+27,2.6948333294658296e+24,10.00000000000021,9.999999999731426,0.186,5.476537267357922e+25,10.00000000000571,9.999999999999636,2.43240809122994e+23,6.190490294991992e+20,10.00000000000017,9.999999999932848,0.214,1.2269870018129528e+22,10.000000000005093,9.99999999999955,2.6968885942306632e+20,6.544681135213734e+17,10.00000000000009,9.999999999942368,0.212,1.323842119788894e+19,10.000000000004306,0.199142,-0.3129971553902955,1.0,0.1023709852926086,0.236182,0.8156897704479605,0.6067367517700064,0.6918631530282014,0.0440083688045595,0.0400043286920135,0.0360002885794675,0.0560204891421975,0.0660606497847678,0.0679604646129427,21972.0,0.002,0.0,0.002,1.0,1e-09,0.723708,33.0,110.0,42.944,44.0,33.0,14.02677314030062,44.0,500.0,1.0,0.320724,1.0,0.0381598207373638,9.999999999999996,0.0038159820737363,0.4688475199961086,1.0,1.0,13.650888731881748,1.0,0.332022,0.0105444279352616,-1.8768768768768769,-1.356356356356356,0.8387834755179654,0.5140562248995983,0.059447,0.1250340385026873,-0.3978798998584372,0.6522878309257312,0.9087778565953224,0.807630896945295,0.008244,0.8181818181818182,0.9,0.8181818181818182,0.9,0.1861615778238427,0.1234857872776434,0.1235097547880178,0.1234951644326369
6,2,140.71324207047053,25.21360316496672,0.049579,1.423139194412261,0.5018835267805588,1.747402257351058,0.2353994419763972,0.2341353439307324,0.2470765464761832,0.002016,-4.251298776365848,-3.562922946689681,-3.062910657072473,-1.8908821849750024,-4.150910861525683,-3.739687572514719,-3.217789182865024,-2.1686131290914905,0.1901893628278809,0.320739267927483,0.4161660185618595,0.6397826139761806,0.1938971492252346,0.271249812958108,0.3726187454488053,0.5771795017490174,1000.0,0.0,0.16874,102910.8494317692,102910.8494317692,0.0,18200.0,0.264187,2.5842277017606605,1764241.143600574,56018.61720643572,3.598000109594688,1.2998738014050697,0.0,237396.9844210093,32.58568717517238,2.5842409401510587,1138641.0430737908,49376.81658225111,3.486428156638558,1.2140256453087468,0.0,197690.73673860065,31.872723209483723,2.584253982571968,1706360.2089609874,51345.85877984855,3.2646034628257428,1.8301745227689927,0.0,227528.02803255012,48.53719518368867,0.004807,1.3045715715684167,2.0,1.4705554020669036,0.184561,2.215568862275449,1.9244851258581237,1.0,0.0998217468805704,0.1996434937611408,0.0591206179441473,0.0597147950089126,0.0698158051099227,0.0591206179441473,26373.0,0.0222222222222222,0.012234706616729,0.0111111111111111,0.9932296873694332,0.0289774187799992,1.162197,209.25,453.0,262.83,252.0,99.0,69.89661846418089,306.0,90.0,0.9,0.008539,0.7062512248928503,0.0641031386307612,2.264045873083609,0.0282371508450309,0.1747787697032941,0.8597284464360198,0.873177095753899,4.945040655598245,0.9951706075546924,0.121631,0.0066500180304311,-1.6966966966966963,-0.4554554554554552,0.6188092945657946,0.3775510204081632,0.015046,0.319570930476707,-0.189436951003614,0.4838555948513636,0.7311042504199947,0.6122195093181764,0.007021,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6222835606559175,0.530080150352286,0.5299814667477998,0.530082205983874
6,3,118.3986649114506,38.27662387193823,0.098259,1.6585575693675612,0.4466299544931731,1.8434836671948216,0.3658520175381272,0.1934742195705255,0.1587785362529632,0.002602,-4.302159351011529,-3.167929050051771,-2.815062365478472,-1.7768553241590688,-4.432454363736779,-3.507275616249934,-3.0035870761033983,-2.076534712547418,0.3522927109549164,0.523166285572946,0.5761811070972542,0.7326490513924252,0.3341339229384093,0.4750085661722339,0.5469253464789353,0.6876303389981435,1000.0,0.0,0.1711,118227.16216100218,118227.16216100218,0.0,54300.0,0.517216,5.514477207522646,1216862.6982632044,41325.22955134861,9.90040147588086,1.4041807310575565,0.0,174771.66854930544,8004.662146842609,4.779473113479702,1047898.3161932738,36528.12860060962,9.41559721153148,1.540233906556569,0.0,125486.76868705498,11663.907604431048,4.780957272998168,1004288.1672617476,38791.49509831418,14.317162020063773,1.379101465251547,0.0,118876.08221540204,10917.977526519597,0.002791,2.291840948741741,2.0,1.4146856901222062,0.231094,1.4444444444444446,1.6400000000000003,1.230769230769231,0.0866666666666666,0.18,0.1066666666666666,0.06,0.1066666666666666,0.0866666666666666,82443.0,0.0888888888888888,0.0076285240464344,0.0074074074074074,0.9989738386915432,0.0148717573846266,2.916988,437.0,1048.0,548.72,536.0,116.0,161.1693755223491,667.0,135.0,0.9,0.008995,0.6302914487645124,0.0416559046535248,7.376149912794991,0.0046576226584527,0.2197324292420696,0.7736545489504031,0.7685053462547742,4.758310272047751,0.9871558074502118,0.145973,0.0139041083409006,-1.4964964964964964,-0.6956956956956954,0.7078401926215355,0.4324324324324324,0.015452,0.2687399725334783,-0.243752710598151,0.5579499310008587,0.7962743042881957,0.7950181797703825,0.007207,0.75,1.0,0.75,1.0,0.4585917932243528,0.3735504617303694,0.3730122756614135,0.3735785309276022
6,5,129.55595349096058,31.74511351845247,0.073919,1.5408483818899112,0.4742567406368659,1.7954429622729398,0.3006257297572622,0.2138047817506289,0.2029275413645732,0.004482,-4.312500270269339,-3.3995765705786214,-2.583976207055509,-1.651068657579322,-4.240158781529605,-3.575038951440052,-2.6744509869002133,-1.7399254127124868,0.5098245798021304,0.6135910099608798,0.706586566424462,0.8125948893649163,0.5196717695164135,0.5961708420553302,0.69703627240359,0.8043943723938255,1000.0,0.0,0.17256,272519.9526128858,272505.2996115813,0.0,225500.0,1.445919,5.972564975216013,1778227.757485242,90843.30418173468,17.26221913625284,2.0492371597052386,0.0,233245.3159924585,55559.357528483626,4.970954190533609,1592405.3184990217,85458.31536477983,17.233397913344437,1.8251936599365828,0.0,252828.92103495824,48089.53432347867,5.274308934243767,1658053.4754529083,95298.18795691823,15.432977357049923,1.645348906215565,0.0,248751.4936610344,71161.51004628777,0.122173,0.7709094184753238,2.0,0.980926169810408,0.226065,1.175932441942294,1.478738652651696,1.458893871449925,0.071954484605087,0.1000669344042838,0.1238286479250334,0.0640657869573532,0.0680340409256071,0.0881143622107477,325191.0,0.0711111111111111,0.0046428571428571,0.0044444444444444,0.9994480829437284,0.0174883450289719,8.745564,1086.0,2598.0,1299.864,1296.0,210.0,403.2484480359143,1539.0,225.0,0.9,0.018441,0.7349627627412509,0.0388860927922014,5.931512315360477,0.0073131426569681,0.2688443087107923,0.9065685351513274,0.8426149943232981,4.367514756099571,0.9852810812997111,0.199955,0.0121082975023203,-1.6966966966966963,-0.9759759759759756,0.7979125651533364,0.4959677419354839,0.024224,0.2041593222772195,-0.317105507883165,0.6055239657357494,0.8557749197154909,0.865434444810469,0.007504,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3113471864122467,0.2365315702201476,0.236427205053291,0.236561038295274
